map_id,tier,nest_drop_id,quality_group,prob_in_group,avg_price_per_item,avg_price_per_cell
2101,101,2001,q1+q2+q4+q6,0.68676586,1308.8353,652.4266
2101,101,2001,q1+q2+q5+q6,0.62803446,1584.1417,813.9441
2101,101,2001,q1+q3+q4+q5,0.68519969,2783.783,1256.8928
2101,101,2001,q1+q3+q4+q6,0.66718872,2061.2797,946.7512
2101,101,2001,q1+q3+q5+q6,0.60845732,2418.0739,1134.2051
2101,101,2001,q1+q4+q5+q6,0.39310885,3428.3649,1699.5955
2101,101,2001,q2+q3+q4+q5,0.70477682,2891.4714,1222.9537
2101,101,2001,q2+q3+q4+q6,0.68676586,2192.3882,940.2419
2101,101,2001,q2+q3+q5+q6,0.62803446,2550.3212,1107.7135
2101,101,2001,q2+q4+q5+q6,0.41268598,3581.6951,1569.6176
2101,101,2001,q3+q4+q5+q6,0.39310885,4971.9425,1922.6122
2101,101,2001,q1+q2+q3+q4+q5,0.99843383,2100.6774,966.9944
2101,101,2001,q1+q2+q3+q4+q6,0.98042287,1596.4568,743.9181
2101,101,2001,q1+q2+q3+q5+q6,0.92169146,1802.3764,852.5319
2101,101,2001,q1+q2+q4+q5+q6,0.70634299,2176.9321,1064.6026
2101,101,2001,q1+q3+q4+q5+q6,0.68676586,2932.6734,1325.7014
2101,101,2001,q2+q3+q4+q5+q6,0.70634299,3035.9963,1285.66
2101,101,2001,q1+q2+q3+q4+q5+q6,1.0,2204.0001,1015.3747
2101,101,2001,all,1.0,2204.0001,1015.3747
2102,101,2002,q1,0.29358995,205.5845,121.2219
2102,101,2002,q2,0.31316262,574.9494,309.9853
2102,101,2002,q3,0.29358995,2180.0568,885.8253
2102,101,2002,q4,0.07829065,6407.6508,2385.826
2102,101,2002,q5,0.01957266,34103.8254,10313.8838
2102,101,2002,q6,0.00179416,63476.0236,59911.2066
2102,101,2002,q1+q2,0.60675257,396.2244,222.8595
2102,101,2002,q1+q3,0.58717991,1192.8206,573.8879
2102,101,2002,q1+q4,0.37188061,1511.2826,793.6116
2102,101,2002,q1+q5,0.31316262,2324.2245,1293.6784
2102,101,2002,q1+q6,0.29538411,589.8886,348.6196
2102,101,2002,q2+q3,0.60675257,1351.6143,629.2063
2102,101,2002,q2+q4,0.39145327,1741.4897,861.7167
2102,101,2002,q2+q5,0.33273528,2547.2362,1312.8967
2102,101,2002,q2+q6,0.31495678,933.2672,504.4053
2102,101,2002,q3+q4,0.37188061,3070.0766,1223.9452
2102,101,2002,q3+q5,0.31316262,4175.2923,1660.8872
2102,101,2002,q3+q6,0.29538411,2552.368,1040.7069
2102,101,2002,q4+q5,0.09786332,11946.8858,4251.7249
2102,101,2002,q4+q6,0.08008481,7686.1684,2901.2254
2102,101,2002,q5+q6,0.02136682,36570.1932,11729.0849
2102,101,2002,q1+q2+q3,0.90034252,977.9089,488.7901
2102,101,2002,q1+q2+q4,0.68504322,1083.2446,575.6856
2102,101,2002,q1+q2+q5,0.62632523,1449.5869,793.9974
2102,101,2002,q1+q2+q6,0.60854673,582.2008,327.854
2102,101,2002,q1+q3+q4,0.66547056,1806.3301,840.1813
2102,101,2002,q1+q3+q5,0.60675257,2254.4659,1064.3778
2102,101,2002,q1+q3+q6,0.58897407,1382.5507,666.1654
2102,101,2002,q1+q4+q5,0.39145327,3140.9098,1590.7977
2102,101,2002,q1+q4+q6,0.37367477,1808.7999,951.8728
2102,101,2002,q1+q5+q6,0.31495678,2672.5776,1491.0588
2102,101,2002,q2+q3+q4,0.68504322,1929.447,873.2249
2102,101,2002,q2+q3+q5,0.62632523,2375.1209,1087.3463
2102,101,2002,q2+q3+q6,0.60854673,1534.7739,715.5402
2102,101,2002,q2+q4+q5,0.41102593,3282.5533,1576.5023
2102,101,2002,q2+q4+q6,0.39324743,2023.1487,1003.2637
2102,101,2002,q2+q5+q6,0.33452944,2874.0117,1484.9384
2102,101,2002,q3+q4+q5,0.39145327,4621.764,1813.6959
2102,101,2002,q3+q4+q6,0.37367477,3360.1095,1343.2978
2102,101,2002,q3+q5+q6,0.31495678,4513.1008,1801.2
2102,101,2002,q4+q5+q6,0.09965748,12874.5789,4633.8458
2102,101,2002,q1+q2+q3+q4,0.97863318,1412.2882,687.0858
2102,101,2002,q1+q2+q3+q5,0.91991519,1682.7156,829.5541
2102,101,2002,q1+q2+q3+q6,0.90213668,1102.2045,551.433
2102,101,2002,q1+q2+q4+q5,0.70461589,2000.4829,1041.2448
2102,101,2002,q1+q2+q4+q6,0.68683738,1246.2274,663.0588
2102,101,2002,q1+q2+q5+q6,0.62811939,1626.7593,892.1112
2102,101,2002,q1+q3+q4+q5,0.68504322,2729.1156,1250.181
2102,101,2002,q1+q3+q4+q6,0.66726472,1972.1493,918.5618
2102,101,2002,q1+q3+q5+q6,0.60854673,2434.9637,1151.2908
2102,101,2002,q1+q4+q5+q6,0.39324743,3416.184,1733.8835
2102,101,2002,q2+q3+q4+q5,0.70461589,2823.1797,1260.3269
2102,101,2002,q2+q3+q4+q6,0.68683738,2090.2194,947.2749
2102,101,2002,q2+q3+q5+q6,0.62811939,2549.6495,1168.9661
2102,101,2002,q2+q4+q5+q6,0.41282009,3544.1606,1705.7849
2102,101,2002,q3+q4+q5+q6,0.39324743,4890.282,1924.198
2102,101,2002,q1+q2+q3+q4+q5,0.99820584,2053.2988,987.1593
2102,101,2002,q1+q2+q3+q4+q6,0.98042734,1525.8635,742.9996
2102,101,2002,q1+q2+q3+q5+q6,0.92170935,1802.9999,889.6797
2102,101,2002,q1+q2+q4+q5+q6,0.70641005,2156.6203,1123.7941
2102,101,2002,q1+q3+q4+q5+q6,0.68683738,2887.7991,1324.6531
2102,101,2002,q2+q3+q4+q5+q6,0.70641005,2977.2276,1330.8785
2102,101,2002,q1+q2+q3+q4+q5+q6,1.0,2163.501,1041.0573
2102,101,2002,all,1.0,2163.501,1041.0573
2103,101,2003,q1,0.29359203,202.0681,126.0216
2103,101,2003,q2,0.31316484,595.8032,292.9362
2103,101,2003,q3,0.29359203,2132.5781,876.527
2103,101,2003,q4,0.07829121,6153.6252,2363.1575
2103,101,2003,q5,0.0195728,29183.5755,9662.4932
2103,101,2003,q6,0.00178708,70788.7193,64126.501
2103,101,2003,q1+q2,0.60675687,405.2862,222.0
2103,101,2003,q1+q3,0.58718407,1167.3231,578.3944
2103,101,2003,q1+q4,0.37188324,1455.0275,802.0742
2103,101,2003,q1+q5,0.31316484,2013.4123,1189.9647
2103,101,2003,q1+q6,0.29537912,629.1265,393.1014
2103,101,2003,q2+q3,0.60675687,1339.404,601.4369
2103,101,2003,q2+q4,0.39145605,1707.3676,794.8944
2103,101,2003,q2+q5,0.33273764,2277.4369,1088.6805
2103,101,2003,q2+q6,0.31495192,994.0878,490.0306
2103,101,2003,q3+q4,0.37188324,2979.1143,1206.6146
2103,101,2003,q3+q5,0.31316484,3823.2654,1548.0731
2103,101,2003,q3+q6,0.29537912,2547.9566,1050.7275
2103,101,2003,q4+q5,0.09786401,10759.6153,4003.9556
2103,101,2003,q4+q6,0.08007829,7596.0662,2955.0845
2103,101,2003,q5+q6,0.02135988,32664.484,11421.3157
2103,101,2003,q1+q2+q3,0.90034891,968.5336,478.6026
2103,101,2003,q1+q2+q4,0.68504808,1062.2392,554.8187
2103,101,2003,q1+q2+q5,0.62632967,1304.6078,700.2924
2103,101,2003,q1+q2+q6,0.60854395,611.9779,335.6073
2103,101,2003,q1+q3+q4,0.66547528,1753.9468,840.3641
2103,101,2003,q1+q3+q5,0.60675687,2071.0731,1010.0144
2103,101,2003,q1+q3+q6,0.58897115,1378.5713,684.0055
2103,101,2003,q1+q4+q5,0.39145605,2841.4549,1515.9345
2103,101,2003,q1+q4+q6,0.37367033,1786.6165,986.7079
2103,101,2003,q1+q5+q6,0.31495192,2403.6531,1423.4117
2103,101,2003,q2+q3+q4,0.68504808,1889.6007,832.3902
2103,101,2003,q2+q3+q5,0.62632967,2209.5343,981.2316
2103,101,2003,q2+q3+q6,0.60854395,1543.3524,694.0444
2103,101,2003,q2+q4+q5,0.41102885,3015.7585,1377.3987
2103,101,2003,q2+q4+q6,0.39324313,2021.3058,943.137
2103,101,2003,q2+q5+q6,0.33452472,2643.4346,1266.8344
2103,101,2003,q3+q4+q5,0.39145605,4289.3374,1718.105
2103,101,2003,q3+q4+q6,0.37367033,3303.4144,1341.5113
2103,101,2003,q3+q5+q6,0.31495192,4203.2369,1707.2842
2103,101,2003,q4+q5+q6,0.09965109,11836.1406,4451.599
2103,101,2003,q1+q2+q3+q4,0.97864012,1383.3409,668.25
2103,101,2003,q1+q2+q3+q5,0.91992171,1568.8536,767.2127
2103,101,2003,q1+q2+q3+q6,0.90213599,1106.8435,547.4416
2103,101,2003,q1+q2+q4+q5,0.70462088,1843.3875,947.6184
2103,101,2003,q1+q2+q4+q6,0.68683516,1243.6611,650.2937
2103,101,2003,q1+q2+q5+q6,0.62811676,1502.3,807.3464
2103,101,2003,q1+q3+q4+q5,0.68504808,2537.6505,1200.522
2103,101,2003,q1+q3+q4+q6,0.66726236,1938.8378,930.124
2103,101,2003,q1+q3+q5+q6,0.60854395,2272.873,1109.9322
2103,101,2003,q1+q4+q5+q6,0.39324313,3150.2392,1683.8185
2103,101,2003,q2+q3+q4+q5,0.70462088,2647.7666,1155.7612
2103,101,2003,q2+q3+q4+q6,0.68683516,2068.8698,912.5801
2103,101,2003,q2+q3+q5+q6,0.62811676,2404.6519,1069.4324
2103,101,2003,q2+q4+q5+q6,0.41281593,3309.1479,1514.6506
2103,101,2003,q3+q4+q5+q6,0.39324313,4591.5419,1843.828
2103,101,2003,q1+q2+q3+q4+q5,0.99821292,1928.4435,923.2629
2103,101,2003,q1+q2+q3+q4+q6,0.9804272,1509.8501,729.9838
2103,101,2003,q1+q2+q3+q5+q6,0.92170879,1703.0625,833.5883
2103,101,2003,q1+q2+q4+q5+q6,0.70640797,2017.8065,1038.4171
2103,101,2003,q1+q3+q4+q5+q6,0.68683516,2715.2335,1286.1325
2103,101,2003,q2+q3+q4+q5+q6,0.70640797,2820.1507,1232.6233
2103,101,2003,q1+q2+q3+q4+q5+q6,1.0,2051.5025,983.007
2103,101,2003,all,1.0,2051.5025,983.007
2104,101,2004,q1,0.2936773,200.2924,121.9434
2104,101,2004,q2,0.31325579,673.4289,308.0987
2104,101,2004,q3,0.2936773,2288.8797,939.9364
2104,101,2004,q4,0.07831395,7034.0172,2439.9106
2104,101,2004,q5,0.01957849,33556.0624,9427.8582
2104,101,2004,q6,0.00149718,64881.3742,62774.3502
2104,101,2004,q1+q2,0.60693309,444.4919,231.158
2104,101,2004,q1+q3,0.5873546,1244.5861,610.4433
2104,101,2004,q1+q4,0.37199125,1638.9713,860.9673
2104,101,2004,q1+q5,0.31325579,2285.0281,1296.6171
2104,101,2004,q1+q6,0.29517448,528.3666,322.2898
2104,101,2004,q2+q3,0.60693309,1455.0986,630.8884
2104,101,2004,q2+q4,0.39156973,1945.5466,836.7274
2104,101,2004,q2+q5,0.33283427,2607.7015,1150.5155
2104,101,2004,q2+q6,0.31475297,978.8454,448.9547
2104,101,2004,q3+q4,0.37199125,3287.856,1299.8521
2104,101,2004,q3+q5,0.31325579,4243.0786,1693.5736
2104,101,2004,q3+q6,0.29517448,2606.3601,1073.4446
2104,101,2004,q4+q5,0.09789243,12338.4263,4088.0504
2104,101,2004,q4+q6,0.07981113,8119.1769,2850.6265
2104,101,2004,q5+q6,0.02107567,35781.3578,10586.7466
2104,101,2004,q1+q2+q3,0.90061039,1045.9227,500.4581
2104,101,2004,q1+q2+q4,0.68524703,1197.5805,589.1843
2104,101,2004,q1+q2+q5,0.62651157,1479.2285,749.3451
2104,101,2004,q1+q2+q6,0.60843027,603.0532,313.9751
2104,101,2004,q1+q3+q4,0.66566855,1925.6956,900.6463
2104,101,2004,q1+q3+q5,0.60693309,2286.8917,1095.3233
2104,101,2004,q1+q3+q6,0.58885178,1406.385,690.6682
2104,101,2004,q1+q4+q5,0.39156973,3234.8259,1628.4705
2104,101,2004,q1+q4+q6,0.37348843,1892.487,995.9663
2104,101,2004,q1+q5+q6,0.31475297,2582.7787,1468.4613
2104,101,2004,q2+q3+q4,0.68524703,2092.6893,882.1314
2104,101,2004,q2+q3+q5,0.62651157,2458.2538,1048.0374
2104,101,2004,q2+q3+q6,0.60843027,1611.1731,699.5077
2104,101,2004,q2+q4+q5,0.41114822,3450.8092,1447.5172
2104,101,2004,q2+q4+q6,0.39306691,2185.267,941.8175
2104,101,2004,q2+q5+q6,0.33433145,2886.5708,1276.6624
2104,101,2004,q3+q4+q5,0.39156973,4801.2663,1860.3073
2104,101,2004,q3+q4+q6,0.37348843,3534.7619,1400.787
2104,101,2004,q3+q5+q6,0.31475297,4531.5154,1813.768
2104,101,2004,q4+q5+q6,0.09938961,13129.9191,4393.8148
2104,101,2004,q1+q2+q3+q4,0.97892433,1524.9703,708.1791
2104,101,2004,q1+q2+q3+q5,0.92018887,1737.6278,819.1749
2104,101,2004,q1+q2+q3+q6,0.90210757,1151.8669,551.6135
2104,101,2004,q1+q2+q4+q5,0.70482552,2096.4272,1010.3195
2104,101,2004,q1+q2+q4+q6,0.68674421,1336.4182,658.1948
2104,101,2004,q1+q2+q5+q6,0.62800875,1630.3798,826.8542
2104,101,2004,q1+q3+q4+q5,0.68524703,2829.4204,1298.6559
2104,101,2004,q1+q3+q4+q6,0.66716573,2066.9737,967.844
2104,101,2004,q1+q3+q5+q6,0.60843027,2440.9194,1170.5505
2104,101,2004,q1+q4+q5+q6,0.39306691,3469.6355,1749.8751
2104,101,2004,q2+q3+q4+q5,0.70482552,2966.6719,1233.3994
2104,101,2004,q2+q3+q4+q6,0.68674421,2229.5756,940.9907
2104,101,2004,q2+q3+q5+q6,0.62800875,2607.071,1112.9674
2104,101,2004,q2+q4+q5+q6,0.4126454,3673.6943,1544.1849
2104,101,2004,q3+q4+q5+q6,0.39306691,5030.1094,1953.4361
2104,101,2004,q1+q2+q3+q4+q5,0.99850282,2153.0309,987.2057
2104,101,2004,q1+q2+q3+q4+q6,0.98042151,1621.7203,753.7072
2104,101,2004,q1+q2+q3+q5+q6,0.92168605,1840.1979,868.253
2104,101,2004,q1+q2+q4+q5+q6,0.7063227,2229.5113,1075.6002
2104,101,2004,q1+q3+q4+q5+q6,0.68674421,2964.7005,1362.3083
2104,101,2004,q2+q3+q4+q5+q6,0.7063227,3097.9113,1289.5213
2104,101,2004,q1+q2+q3+q4+q5+q6,1.0,2246.9464,1031.0799
2104,101,2004,all,1.0,2246.9464,1031.0799
2105,101,2005,q1,0.29360255,202.8659,124.5622
2105,101,2005,q2,0.31317606,623.3103,299.6195
2105,101,2005,q3,0.29360255,2213.4567,891.6562
2105,101,2005,q4,0.07829401,6398.4263,2374.8453
2105,101,2005,q5,0.0195735,30602.9121,9531.5514
2105,101,2005,q6,0.00175131,69063.9819,64126.131
2105,101,2005,q1+q2,0.60677861,419.8695,225.5215
2105,101,2005,q1+q3,0.58720511,1208.1613,587.764
2105,101,2005,q1+q4,0.37189657,1507.1944,813.3928
2105,101,2005,q1+q5,0.31317606,2102.8688,1217.2826
2105,101,2005,q1+q6,0.29535387,611.1809,376.0278
2105,101,2005,q2+q3,0.60677861,1392.736,612.2212
2105,101,2005,q2+q4,0.39147007,1778.3335,807.188
2105,101,2005,q2+q5,0.33274956,2386.8163,1111.7856
2105,101,2005,q2+q6,0.31492737,1003.9094,483.8677
2105,101,2005,q3+q4,0.37189657,3094.5029,1224.5718
2105,101,2005,q3+q5,0.31317606,3987.7977,1577.4964
2105,101,2005,q3+q6,0.29535387,2609.8498,1054.8782
2105,101,2005,q4+q5,0.09786752,11239.3235,4017.5753
2105,101,2005,q4+q6,0.08004533,7769.4874,2922.1057
2105,101,2005,q5+q6,0.02132482,33761.5507,11122.3656
2105,101,2005,q1+q2+q3,0.90038117,1004.7349,486.7539
2105,101,2005,q1+q2+q4,0.68507263,1103.1331,563.7112
2105,101,2005,q1+q2+q5,0.62635212,1363.0896,715.9365
2105,101,2005,q1+q2+q6,0.60852993,617.4232,332.0349
2105,101,2005,q1+q3+q4,0.66549912,1818.7807,853.6209
2105,101,2005,q1+q3+q5,0.60677861,2156.3791,1030.3874
2105,101,2005,q1+q3+q6,0.58895642,1409.9365,686.8989
2105,101,2005,q1+q4+q5,0.39147007,2961.9803,1542.0085
2105,101,2005,q1+q4+q6,0.37364788,1823.8378,986.2125
2105,101,2005,q1+q5+q6,0.31492737,2475.24,1435.843
2105,101,2005,q2+q3+q4,0.68507263,1964.8149,845.8759
2105,101,2005,q2+q3+q5,0.62635212,2305.554,1000.6163
2105,101,2005,q2+q3+q6,0.60852993,1587.4899,698.8906
2105,101,2005,q2+q4+q5,0.41104358,3150.9325,1399.7292
2105,101,2005,q2+q4+q6,0.39322139,2078.0076,945.3626
2105,101,2005,q2+q5+q6,0.33450088,2735.9114,1277.7288
2105,101,2005,q3+q4+q5,0.39147007,4469.9234,1745.2508
2105,101,2005,q3+q4+q6,0.37364788,3403.7065,1350.5636
2105,101,2005,q3+q5+q6,0.31492737,4349.6868,1726.1624
2105,101,2005,q4+q5+q6,0.09961883,12255.8893,4428.839
2105,101,2005,q1+q2+q3+q4,0.97867518,1436.2302,679.2095
2105,101,2005,q1+q2+q3+q5,0.91995467,1634.4833,782.5931
2105,101,2005,q1+q2+q3+q6,0.90213248,1136.8586,551.2744
2105,101,2005,q1+q2+q4+q5,0.70464613,1922.5714,965.2727
2105,101,2005,q1+q2+q4+q6,0.68682394,1276.4246,653.0135
2105,101,2005,q1+q2+q5+q6,0.62810343,1551.857,816.0712
2105,101,2005,q1+q3+q4+q5,0.68507263,2641.1845,1221.9087
2105,101,2005,q1+q3+q4+q6,0.66725044,1995.2773,937.6743
2105,101,2005,q1+q3+q5+q6,0.60852993,2348.9352,1123.967
2105,101,2005,q1+q4+q5+q6,0.39322139,3256.3827,1698.598
2105,101,2005,q2+q3+q4+q5,0.70464613,2760.3176,1175.864
2105,101,2005,q2+q3+q4+q6,0.68682394,2135.9092,920.7933
2105,101,2005,q2+q3+q5+q6,0.62810343,2491.6936,1083.0096
2105,101,2005,q2+q4+q5+q6,0.41279489,3430.5736,1527.3329
2105,101,2005,q3+q4+q5+q6,0.39322139,4757.6098,1862.3827
2105,101,2005,q1+q2+q3+q4+q5,0.99824869,2008.1259,940.11
2105,101,2005,q1+q2+q3+q4+q6,0.9804265,1557.0321,736.984
2105,101,2005,q1+q2+q3+q5+q6,0.92170599,1762.6047,844.7151
2105,101,2005,q1+q2+q4+q5+q6,0.70639745,2089.0296,1050.0426
2105,101,2005,q1+q3+q4+q5+q6,0.68682394,2810.5541,1301.9309
2105,101,2005,q2+q3+q4+q5+q6,0.70639745,2924.6988,1247.5625
2105,101,2005,q1+q2+q3+q4+q5+q6,1.0,2125.5617,995.9527
2105,101,2005,all,1.0,2125.5617,995.9527
2106,101,2006,q1,0.29368001,196.0785,123.4552
2106,101,2006,q2,0.31325867,620.6443,293.417
2106,101,2006,q3,0.29368001,2142.1967,890.2979
2106,101,2006,q4,0.07831467,6937.8525,2281.4676
2106,101,2006,q5,0.01957867,32350.717,8933.7885
2106,101,2006,q6,0.00148798,67338.9308,65827.173
2106,101,2006,q1+q2,0.60693868,415.2092,223.2017
2106,101,2006,q1+q3,0.58736001,1169.1376,585.3863
2106,101,2006,q1+q4,0.37199467,1615.3994,852.8635
2106,101,2006,q1+q5,0.31325867,2205.7434,1285.9129
2106,101,2006,q1+q6,0.29516798,534.554,337.1715
2106,101,2006,q2+q3,0.60693868,1356.8793,601.4533
2106,101,2006,q2+q4,0.39157334,1884.0859,819.034
2106,101,2006,q2+q5,0.33283734,2487.1191,1128.5522
2106,101,2006,q2+q6,0.31474665,936.0579,443.6155
2106,101,2006,q3+q4,0.37199467,3151.8085,1240.9672
2106,101,2006,q3+q5,0.31325867,4030.2292,1623.7206
2106,101,2006,q3+q6,0.29516798,2470.8616,1029.8756
2106,101,2006,q4+q5,0.09789334,12020.4254,3807.5455
2106,101,2006,q4+q6,0.07980265,8064.0747,2685.0416
2106,101,2006,q5+q6,0.02106665,34822.0034,10129.5998
2106,101,2006,q1+q2+q3,0.90061869,978.3573,479.9967
2106,101,2006,q1+q2+q4,0.68525335,1160.6542,581.7285
2106,101,2006,q1+q2+q5,0.62651735,1413.1939,737.8557
2106,101,2006,q1+q2+q6,0.60842666,578.879,311.5276
2106,101,2006,q1+q3+q4,0.66567468,1847.81,871.6079
2106,101,2006,q1+q3+q5,0.60693868,2174.995,1061.184
2106,101,2006,q1+q3+q6,0.58884799,1336.3442,669.9323
2106,101,2006,q1+q4+q5,0.39157334,3152.1652,1591.6468
2106,101,2006,q1+q4+q6,0.37348265,1877.2461,992.9271
2106,101,2006,q1+q5+q6,0.31474665,2513.6635,1468.2269
2106,101,2006,q2+q3+q4,0.68525335,1994.7048,850.3627
2106,101,2006,q2+q3+q5,0.62651735,2325.4368,1011.6478
2106,101,2006,q2+q3+q6,0.60842666,1518.2462,673.8819
2106,101,2006,q2+q4+q5,0.41115201,3334.8779,1411.1284
2106,101,2006,q2+q4+q6,0.39306132,2131.8727,928.7021
2106,101,2006,q2+q5+q6,0.33432532,2775.7545,1262.5339
2106,101,2006,q3+q4+q5,0.39157334,4611.7539,1777.9445
2106,101,2006,q3+q4+q6,0.37348265,3407.534,1344.8544
2106,101,2006,q3+q5+q6,0.31474665,4329.5239,1749.1633
2106,101,2006,q4+q5+q6,0.09938131,12848.6772,4111.5117
2106,101,2006,q1+q2+q3+q4,0.97893335,1455.1169,686.8702
2106,101,2006,q1+q2+q3+q5,0.92019735,1645.8543,794.3553
2106,101,2006,q1+q2+q3+q6,0.90210666,1087.8157,534.1375
2106,101,2006,q1+q2+q4+q5,0.70483202,2027.0448,993.48
2106,101,2006,q1+q2+q4+q6,0.68674133,1304.0442,654.2875
2106,101,2006,q1+q2+q5+q6,0.62800533,1569.3965,820.3176
2106,101,2006,q1+q3+q4+q5,0.68525335,2719.3216,1257.262
2106,101,2006,q1+q3+q4+q6,0.66716266,1993.8754,941.5933
2106,101,2006,q1+q3+q5+q6,0.60842666,2334.3611,1140.3359
2106,101,2006,q1+q4+q5+q6,0.39306132,3395.1516,1717.4831
2106,101,2006,q2+q3+q4+q5,0.70483202,2837.9274,1191.8356
2106,101,2006,q2+q3+q4+q6,0.68674133,2136.2877,911.835
2106,101,2006,q2+q3+q5+q6,0.62800533,2479.478,1080.0814
2106,101,2006,q2+q4+q5+q6,0.41263999,3565.6763,1511.8809
2106,101,2006,q3+q4+q5+q6,0.39306132,4849.2148,1873.7875
2106,101,2006,q1+q2+q3+q4+q5,0.99851202,2060.913,959.484
2106,101,2006,q1+q2+q3+q4+q6,0.98042133,1555.1083,734.6465
2106,101,2006,q1+q2+q3+q5+q6,0.92168533,1751.91,846.2337
2106,101,2006,q1+q2+q4+q5+q6,0.70631999,2164.635,1062.0302
2106,101,2006,q1+q3+q4+q5+q6,0.68674133,2859.3344,1323.5074
2106,101,2006,q2+q3+q4+q5+q6,0.70631999,2973.8093,1250.404
2106,101,2006,q1+q2+q3+q4+q5+q6,1.0,2158.0453,1005.4887
2106,101,2006,all,1.0,2158.0453,1005.4887
2107,101,2007,q1,0.29369108,203.0773,107.5886
2107,101,2007,q2,0.31327049,572.9796,266.0361
2107,101,2007,q3,0.29369108,2382.9009,982.5046
2107,101,2007,q4,0.07831762,7586.5817,2670.8172
2107,101,2007,q5,0.01957941,33342.8368,9763.434
2107,101,2007,q6,0.00145033,70629.814,69121.7651
2107,101,2007,q1+q2,0.60696157,393.9947,194.5706
2107,101,2007,q1+q3,0.58738216,1292.9891,599.5959
2107,101,2007,q1+q4,0.3720087,1757.4993,841.646
2107,101,2007,q1+q5,0.31327049,2274.3123,1146.9012
2107,101,2007,q1+q6,0.29514141,549.1547,291.5946
2107,101,2007,q2+q3,0.60696157,1448.748,633.9783
2107,101,2007,q2+q4,0.39158811,1975.7001,862.3284
2107,101,2007,q2+q5,0.33284989,2500.6183,1122.3797
2107,101,2007,q2+q6,0.31472081,895.8222,416.9426
2107,101,2007,q3+q4,0.3720087,3478.4126,1384.307
2107,101,2007,q3+q5,0.31327049,4317.8969,1736.053
2107,101,2007,q3+q6,0.29514141,2718.2665,1123.977
2107,101,2007,q4+q5,0.09789703,12737.8327,4309.9439
2107,101,2007,q4+q6,0.07976795,8732.8223,3110.5564
2107,101,2007,q5+q6,0.02102973,35914.3525,11050.5
2107,101,2007,q1+q2+q3,0.90065265,1042.551,483.6688
2107,101,2007,q1+q2+q4,0.68527919,1216.0046,574.0863
2107,101,2007,q1+q2+q5,0.62654097,1423.646,688.2882
2107,101,2007,q1+q2+q6,0.60841189,561.4221,277.5808
